"Station Name","Date (Local Standard Time)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (�)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (�)"
"Prentiss","22-January-2018 12:00","12.000","287.900","12.320","294.900"
"Prentiss","22-January-2018 13:00","14.310","262.600","13.400","263.100"
"Prentiss","22-January-2018 14:00","12.810","261.000","13.040","263.200"
"Prentiss","22-January-2018 15:00","9.330","284.200","9.700","273.700"
"Prentiss","22-January-2018 16:00","7.816","275.700","9.130","276.100"
"Prentiss","22-January-2018 17:00","9.990","290.100","9.070","276.600"
"Prentiss","22-January-2018 18:00","12.130","293.600","11.340","294.200"
"Prentiss","22-January-2018 19:00","11.280","287.800","12.310","288.400"
"Prentiss","22-January-2018 20:00","10.190","276.000","10.790","287.200"
"Prentiss","22-January-2018 21:00","11.980","248.500","11.660","246.900"
"Prentiss","22-January-2018 22:00","13.110","255.200","13.000","249.600"
"Prentiss","22-January-2018 23:00","12.240","267.700","11.640","264.400"
"Prentiss","23-January-2018 00:00","10.640","254.200","11.860","263.200"
"Prentiss","23-January-2018 01:00","10.160","250.300","10.390","255.100"
"Prentiss","23-January-2018 02:00","15.340","234.900","12.590","239.400"
"Prentiss","23-January-2018 03:00","15.980","256.100","15.340","244.300"
"Prentiss","23-January-2018 04:00","12.490","271.100","13.820","263.200"
"Prentiss","23-January-2018 05:00","14.940","267.400","14.240","260.800"
"Prentiss","23-January-2018 06:00","13.470","268.000","14.010","268.900"
"Prentiss","23-January-2018 07:00","14.120","291.200","12.510","286.700"
"Prentiss","23-January-2018 08:00","16.480","280.100","11.470","286.200"
"Prentiss","23-January-2018 09:00","11.040","274.700","12.780","274.600"
"Prentiss","23-January-2018 10:00","11.290","256.100","11.460","270.400"
"Prentiss","23-January-2018 11:00","7.691","249.900","10.380","250.300"
"Prentiss","23-January-2018 12:00","9.670","222.900","7.756","240.100"
"Prentiss","23-January-2018 13:00","10.340","182.100","9.540","201.900"
"Prentiss","23-January-2018 14:00","11.650","175.800","8.660","168.800"
"Prentiss","23-January-2018 15:00","10.540","156.200","10.410","163.700"
"Prentiss","23-January-2018 16:00","8.530","100.200","8.370","120.700"
"Prentiss","23-January-2018 17:00","12.520","148.900","9.610","135.900"
"Prentiss","23-January-2018 18:00","12.090","110.200","11.130","126.700"
"Prentiss","23-January-2018 19:00","6.958","125.700","9.100","128.900"
"Prentiss","23-January-2018 20:00","14.160","184.600","9.530","171.700"
"Prentiss","23-January-2018 21:00","9.720","129.500","12.090","136.100"
"Prentiss","23-January-2018 22:00","11.260","127.300","13.310","157.300"
"Prentiss","23-January-2018 23:00","14.080","129.400","12.220","125.700"
"Prentiss","24-January-2018 00:00","12.880","141.300","13.250","137.000"
"Prentiss","24-January-2018 01:00","11.100","129.100","12.010","132.200"
"Prentiss","24-January-2018 02:00","7.056","130.500","8.520","122.500"
"Prentiss","24-January-2018 03:00","10.480","133.000","6.736","126.200"
"Prentiss","24-January-2018 04:00","3.907","140.800","5.950","142.300"
"Prentiss","24-January-2018 05:00","5.141","110.600","5.123","133.200"
"Prentiss","24-January-2018 06:00","4.240","89.100","4.722","109.700"
"Prentiss","24-January-2018 07:00","5.277","142.400","6.596","121.800"
"Prentiss","24-January-2018 08:00","7.515","197.000","4.774","181.600"
"Prentiss","24-January-2018 09:00","3.369","110.200","3.679","139.900"
"Prentiss","24-January-2018 10:00","2.660","170.000","4.110","131.100"
"Prentiss","24-January-2018 11:00","11.950","29.010","4.940","54.390"
"Prentiss","24-January-2018 12:00","8.320","116.700","9.990","102.000"
"Prentiss","24-January-2018 13:00","6.573","98.300","6.448","99.700"
"Prentiss","24-January-2018 14:00","6.498","79.380","5.839","98.500"
"Prentiss","24-January-2018 15:00","10.020","108.800","10.060","108.000"
"Prentiss","24-January-2018 16:00","10.530","106.300","9.980","102.500"
"Prentiss","24-January-2018 17:00","12.300","111.400","11.730","107.500"
"Prentiss","24-January-2018 18:00","10.590","111.700","11.840","111.300"
"Prentiss","24-January-2018 19:00","10.440","102.200","10.280","108.300"
"Prentiss","24-January-2018 20:00","10.580","116.800","11.120","116.700"
"Prentiss","24-January-2018 21:00","14.490","128.400","13.080","122.100"
"Prentiss","24-January-2018 22:00","12.220","112.700","14.960","118.400"
"Prentiss","24-January-2018 23:00","4.341","111.700","8.560","110.400"
"Prentiss","25-January-2018 00:00","7.872","99.600","7.148","117.700"
"Prentiss","25-January-2018 01:00","12.590","87.100","12.260","98.200"
"Prentiss","25-January-2018 02:00","18.080","60.280","18.650","68.930"
"Prentiss","25-January-2018 03:00","14.300","94.000","14.620","96.600"
"Prentiss","25-January-2018 04:00","12.770","108.800","14.320","107.500"
"Prentiss","25-January-2018 05:00","9.900","71.620","10.120","83.200"
"Prentiss","25-January-2018 06:00","8.900","81.500","9.260","76.600"
"Prentiss","25-January-2018 07:00","6.556","75.110","8.300","67.560"
"Prentiss","25-January-2018 08:00","8.550","61.640","7.909","51.840"
"Prentiss","25-January-2018 09:00","4.725","42.950","6.224","45.230"
"Prentiss","25-January-2018 10:00","8.080","33.460","5.899","36.910"
"Prentiss","25-January-2018 11:00","9.770","45.760","10.520","40.200"
"Prentiss","25-January-2018 12:00","10.170","40.620","9.590","39.360"
"Prentiss","25-January-2018 13:00","7.338","7.014","8.100","34.600"
"Prentiss","25-January-2018 14:00","7.345","356.900","7.110","356.100"
"Prentiss","25-January-2018 15:00","8.690","310.500","10.130","332.700"
"Prentiss","25-January-2018 16:00","13.760","326.600","10.990","322.200"
"Prentiss","25-January-2018 17:00","14.310","329.300","16.020","335.100"
"Prentiss","25-January-2018 18:00","18.250","333.900","17.840","331.000"
"Prentiss","25-January-2018 19:00","13.610","288.400","14.010","299.900"
"Prentiss","25-January-2018 20:00","22.030","307.400","19.660","313.200"
"Prentiss","25-January-2018 21:00","17.710","308.500","20.720","312.100"
"Prentiss","25-January-2018 22:00","18.330","288.900","17.190","294.500"
"Prentiss","25-January-2018 23:00","18.260","296.000","19.860","292.800"
"Prentiss","26-January-2018 00:00","17.570","303.000","17.920","302.000"
"Prentiss","26-January-2018 01:00","17.270","299.700","17.480","299.800"
"Prentiss","26-January-2018 02:00","15.020","310.200","15.740","306.500"
"Prentiss","26-January-2018 03:00","15.980","295.700","15.760","300.900"
"Prentiss","26-January-2018 04:00","14.000","300.900","14.880","301.400"
"Prentiss","26-January-2018 05:00","14.760","301.200","14.990","297.200"
"Prentiss","26-January-2018 06:00","15.690","296.500","14.630","300.900"
"Prentiss","26-January-2018 07:00","15.650","302.800","15.860","300.400"
"Prentiss","26-January-2018 08:00","17.780","300.500","16.510","298.700"
"Prentiss","26-January-2018 09:00","16.620","295.800","18.310","299.800"
"Prentiss","26-January-2018 10:00","19.030","300.700","19.240","297.800"
"Prentiss","26-January-2018 11:00","21.320","314.100","20.930","310.900"
"Prentiss","26-January-2018 12:00","20.110","311.400","21.210","311.700"
"Prentiss","26-January-2018 13:00","22.910","318.900","18.630","314.300"
"Prentiss","26-January-2018 14:00","29.260","323.900","25.690","319.400"
"Prentiss","26-January-2018 15:00","22.560","324.600","26.010","321.700"
"Prentiss","26-January-2018 16:00","24.470","334.500","23.750","333.400"
"Prentiss","26-January-2018 17:00","21.030","334.200","23.900","333.100"
"Prentiss","26-January-2018 18:00","22.080","340.600","22.810","338.400"
"Prentiss","26-January-2018 19:00","24.380","338.500","24.050","338.900"
"Prentiss","26-January-2018 20:00","23.710","329.900","24.880","330.400"
"Prentiss","26-January-2018 21:00","19.310","327.900","22.280","328.700"
"Prentiss","26-January-2018 22:00","13.390","311.300","13.680","312.800"
"Prentiss","26-January-2018 23:00","13.770","308.200","13.900","305.400"
"Prentiss","27-January-2018 00:00","15.070","303.700","14.570","306.500"
"Prentiss","27-January-2018 01:00","15.680","300.000","16.070","300.400"
"Prentiss","27-January-2018 02:00","13.570","306.400","15.140","306.200"
"Prentiss","27-January-2018 03:00","11.130","301.000","12.430","304.400"
"Prentiss","27-January-2018 04:00","9.710","352.300","10.790","327.700"
"Prentiss","27-January-2018 05:00","4.746","356.500","6.532","345.000"
"Prentiss","27-January-2018 06:00","3.339","320.100","3.787","307.400"
"Prentiss","27-January-2018 07:00","3.213","332.900","3.224","359.500"
"Prentiss","27-January-2018 08:00","1.616","298.300","3.134","301.500"
"Prentiss","27-January-2018 09:00","2.539","95.100","1.888","68.580"
"Prentiss","27-January-2018 10:00","3.548","128.000","3.843","127.000"
"Prentiss","27-January-2018 11:00","7.339","121.800","6.525","117.300"
"Prentiss","27-January-2018 12:00","10.800","99.700","8.270","118.900"
"Prentiss","27-January-2018 13:00","10.990","105.500","11.570","110.300"
"Prentiss","27-January-2018 14:00","12.930","108.000","12.220","104.800"
"Prentiss","27-January-2018 15:00","15.580","117.900","15.230","112.100"
"Prentiss","27-January-2018 16:00","12.740","107.300","15.470","113.300"
"Prentiss","27-January-2018 17:00","13.480","84.600","11.720","93.400"
"Prentiss","27-January-2018 18:00","17.890","74.560","16.340","73.710"
"Prentiss","27-January-2018 19:00","12.170","89.400","15.050","78.440"
"Prentiss","27-January-2018 20:00","10.760","63.720","11.780","76.400"
"Prentiss","27-January-2018 21:00","8.180","323.600","6.994","7.266"
"Prentiss","27-January-2018 22:00","14.330","338.800","11.100","327.000"
"Prentiss","27-January-2018 23:00","14.720","339.900","15.490","336.600"
"Prentiss","28-January-2018 00:00","17.010","333.200","16.850","336.100"
"Prentiss","28-January-2018 01:00","16.330","325.100","17.820","330.000"
"Prentiss","28-January-2018 02:00","16.160","313.600","16.600","319.100"
"Prentiss","28-January-2018 03:00","15.500","300.700","15.460","303.000"
"Prentiss","28-January-2018 04:00","17.660","322.500","16.510","313.800"
"Prentiss","28-January-2018 05:00","15.600","322.500","16.170","318.700"
"Prentiss","28-January-2018 06:00","13.470","331.000","15.010","322.100"
"Prentiss","28-January-2018 07:00","10.800","297.000","12.860","322.500"
"Prentiss","28-January-2018 08:00","9.200","321.300","9.680","294.600"
"Prentiss","28-January-2018 09:00","8.220","281.900","10.030","276.800"
"Prentiss","28-January-2018 10:00","8.130","286.500","9.360","280.500"
"Prentiss","28-January-2018 11:00","5.361","271.600","5.941","278.700"
"Prentiss","28-January-2018 12:00","6.127","215.600","5.987","221.500"
"Prentiss","28-January-2018 13:00","6.767","123.400","3.737","162.300"
"Prentiss","28-January-2018 14:00","10.520","113.100","9.840","112.500"
"Prentiss","28-January-2018 15:00","9.500","112.500","11.310","112.200"
"Prentiss","28-January-2018 16:00","16.740","139.400","12.160","125.800"
"Prentiss","28-January-2018 17:00","14.340","133.600","15.780","138.100"
"Prentiss","28-January-2018 18:00","15.370","142.700","17.010","146.000"
"Prentiss","28-January-2018 19:00","16.470","135.700","16.100","137.600"
"Prentiss","28-January-2018 20:00","14.100","135.600","15.480","134.400"
"Prentiss","28-January-2018 21:00","14.690","128.200","14.360","136.300"
"Prentiss","28-January-2018 22:00","19.190","134.000","17.380","127.000"
"Prentiss","28-January-2018 23:00","16.470","127.800","17.170","130.800"
"Prentiss","29-January-2018 00:00","18.550","133.300","18.480","130.100"
"Prentiss","29-January-2018 01:00","16.140","139.900","17.800","132.900"
"Prentiss","29-January-2018 02:00","24.060","139.500","20.810","137.400"
"Prentiss","29-January-2018 03:00","17.520","145.400","17.980","145.100"
"Prentiss","29-January-2018 04:00","20.350","152.200","19.340","149.400"
"Prentiss","29-January-2018 05:00","20.250","140.300","19.950","141.900"
"Prentiss","29-January-2018 06:00","18.090","157.400","19.220","148.300"
"Prentiss","29-January-2018 07:00","20.530","150.000","20.380","149.000"
"Prentiss","29-January-2018 08:00","18.600","150.200","18.230","155.100"
"Prentiss","29-January-2018 09:00","15.800","155.200","20.690","147.700"
"Prentiss","29-January-2018 10:00","17.720","146.200","15.740","154.200"
"Prentiss","29-January-2018 11:00","17.440","139.800","18.460","141.900"
"Prentiss","29-January-2018 12:00","20.590","143.400","17.190","140.500"
"Prentiss","29-January-2018 13:00","20.030","143.400","20.260","140.000"
"Prentiss","29-January-2018 14:00","11.140","165.700","17.540","153.300"
"Prentiss","29-January-2018 15:00","14.970","137.300","16.510","143.500"
"Prentiss","29-January-2018 16:00","14.050","151.100","13.430","150.800"
"Prentiss","29-January-2018 17:00","12.610","126.100","10.770","133.100"
"Prentiss","29-January-2018 18:00","17.250","138.700","17.780","137.600"
"Prentiss","29-January-2018 19:00","16.080","133.100","15.600","139.300"
"Prentiss","29-January-2018 20:00","10.490","160.500","12.310","139.900"
"Prentiss","29-January-2018 21:00","10.270","171.200","7.208","155.700"
"Prentiss","29-January-2018 22:00","9.880","213.900","6.281","195.400"
"Prentiss","29-January-2018 23:00","19.800","190.700","12.450","192.900"
"Prentiss","30-January-2018 00:00","18.640","201.400","13.570","192.200"
"Prentiss","30-January-2018 01:00","22.320","216.700","21.360","211.200"
"Prentiss","30-January-2018 02:00","45.300","313.900","40.040","318.800"
"Prentiss","30-January-2018 03:00","27.890","317.100","38.630","317.100"
"Prentiss","30-January-2018 04:00","17.280","291.300","25.240","319.300"
"Prentiss","30-January-2018 05:00","26.980","313.100","21.500","302.900"
"Prentiss","30-January-2018 06:00","27.830","334.700","31.020","322.600"
"Prentiss","30-January-2018 07:00","27.310","330.500","29.030","329.800"
"Prentiss","30-January-2018 08:00","18.020","323.900","20.350","325.300"
"Prentiss","30-January-2018 09:00","14.060","305.500","14.640","306.500"
"Prentiss","30-January-2018 10:00","16.330","305.400","15.950","306.000"
"Prentiss","30-January-2018 11:00","15.340","302.700","15.750","299.400"
"Prentiss","30-January-2018 12:00","14.140","305.400","15.860","313.800"
"Prentiss","30-January-2018 13:00","12.020","273.000","13.420","288.400"
"Prentiss","30-January-2018 14:00","16.080","282.900","15.730","276.400"
"Prentiss","30-January-2018 15:00","6.209","253.900","8.340","276.800"
"Prentiss","30-January-2018 16:00","10.360","260.700","9.010","259.400"
"Prentiss","30-January-2018 17:00","6.520","266.800","8.680","263.200"
"Prentiss","30-January-2018 18:00","7.985","327.800","5.354","316.900"
"Prentiss","30-January-2018 19:00","8.960","46.800","10.510","25.450"
"Prentiss","30-January-2018 20:00","15.220","20.280","12.620","29.670"
"Prentiss","30-January-2018 21:00","24.490","12.860","16.930","16.220"
"Prentiss","30-January-2018 22:00","18.560","9.730","17.870","15.970"
"Prentiss","30-January-2018 23:00","14.860","20.200","15.090","8.610"
"Prentiss","31-January-2018 00:00","13.020","356.200","14.180","0.184"
"Prentiss","31-January-2018 01:00","21.790","9.790","18.450","9.230"
"Prentiss","31-January-2018 02:00","18.320","6.248","19.650","9.350"
"Prentiss","31-January-2018 03:00","13.270","6.586","15.670","8.940"
"Prentiss","31-January-2018 04:00","17.510","6.828","18.300","7.875"
"Prentiss","31-January-2018 05:00","20.060","10.130","18.580","11.680"
"Prentiss","31-January-2018 06:00","14.580","2.210","17.500","1.254"
"Prentiss","31-January-2018 07:00","13.920","353.600","15.280","359.200"
"Prentiss","31-January-2018 08:00","14.190","355.600","14.850","358.500"
"Prentiss","31-January-2018 09:00","10.300","2.015","11.190","349.800"
"Prentiss","31-January-2018 10:00","8.310","6.629","9.920","1.102"
"Prentiss","31-January-2018 11:00","5.025","22.390","7.203","18.820"
"Prentiss","31-January-2018 12:00","4.970","344.500","4.279","340.000"
"Prentiss","31-January-2018 13:00","4.203","27.560","3.950","14.060"
"Prentiss","31-January-2018 14:00","4.664","38.340","4.823","34.640"
"Prentiss","31-January-2018 15:00","2.765","25.920","3.059","31.860"
"Prentiss","31-January-2018 16:00","1.168","77.560","1.393","55.100"
"Prentiss","31-January-2018 17:00","5.978","110.500","4.332","115.000"
"Prentiss","31-January-2018 18:00","4.042","115.000","5.414","116.000"
"Prentiss","31-January-2018 19:00","4.189","134.700","5.212","114.500"
"Prentiss","31-January-2018 20:00","6.638","133.400","6.799","131.800"
"Prentiss","31-January-2018 21:00","9.160","124.500","7.907","132.300"
"Prentiss","31-January-2018 22:00","10.220","138.800","9.510","139.000"
"Prentiss","31-January-2018 23:00","12.660","124.700","11.760","129.100"
"Prentiss","01-February-2018 00:00","13.010","129.900","12.720","123.500"
"Prentiss","01-February-2018 01:00","10.730","130.200","11.670","132.700"
"Prentiss","01-February-2018 02:00","12.330","150.900","11.960","136.700"
"Prentiss","01-February-2018 03:00","12.630","162.700","12.370","163.700"
"Prentiss","01-February-2018 04:00","8.880","151.900","9.610","160.700"
"Prentiss","01-February-2018 05:00","8.010","143.000","7.602","143.400"
"Prentiss","01-February-2018 06:00","12.030","169.500","10.060","157.500"
"Prentiss","01-February-2018 07:00","9.320","144.600","10.150","155.000"
"Prentiss","01-February-2018 08:00","4.443","188.200","4.088","153.000"
"Prentiss","01-February-2018 09:00","0.259","69.690","2.395","101.100"
"Prentiss","01-February-2018 10:00","9.340","223.800","4.378","219.600"
"Prentiss","01-February-2018 11:00","8.380","290.100","8.270","277.300"
"Prentiss","01-February-2018 12:00","13.260","261.000","9.250","272.600"
"Prentiss","01-February-2018 13:00","8.340","304.500","9.010","291.100"
"Prentiss","01-February-2018 14:00","14.800","329.500","12.490","319.100"
"Prentiss","01-February-2018 15:00","9.300","10.910","12.570","346.200"
"Prentiss","01-February-2018 16:00","6.867","20.040","9.770","12.790"
"Prentiss","01-February-2018 17:00","9.810","28.070","8.990","26.810"
"Prentiss","01-February-2018 18:00","8.400","8.270","8.090","11.840"
"Prentiss","01-February-2018 19:00","7.489","7.457","5.938","348.200"
"Prentiss","01-February-2018 20:00","4.410","349.600","6.971","352.600"
"Prentiss","01-February-2018 21:00","8.630","45.310","5.807","34.150"
"Prentiss","01-February-2018 22:00","4.820","13.680","6.304","27.590"
"Prentiss","01-February-2018 23:00","8.950","31.150","7.493","25.840"
